[08/11 09:05:36][INFO] __main__:  241: Config: config/frame_selector/ssv2_bimhm_cache.yaml
[08/11 09:05:36][INFO] __main__:  242: Cache dir: data/feat_cache/ssv2/ViT-B-16_T32
[08/11 09:05:36][INFO] __main__:  243: Tag: ViT-B-16_T32 | Storage: FP16
[08/11 09:05:36][INFO] __main__:  248: Loading ViT-B/16 on cuda...
[08/11 09:05:37][INFO] __main__:  256: Backbone loaded: 86,192,640 params (frozen)
[08/11 09:05:37][INFO] __main__:  261: Using specified splits: ['train', 'val', 'test']
[08/11 09:05:37][INFO] __main__:  101: [train] 67013 videos 鈫?extracting CLIP features...
[08/11 09:05:40][INFO] __main__:  152:   [train] 100/67013 (+100 / skipped 0 / err 0) | 29.4 v/s | ETA 0:37:59
[08/11 09:15:32][INFO] __main__:  152:   [train] 19100/67013 (+19100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:51
[08/11 09:15:35][INFO] __main__:  152:   [train] 19200/67013 (+19200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:48
[08/11 09:15:38][INFO] __main__:  152:   [train] 19300/67013 (+19300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:45
[08/11 09:15:41][INFO] __main__:  152:   [train] 19400/67013 (+19400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:41
[08/11 09:15:44][INFO] __main__:  152:   [train] 19500/67013 (+19500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:38
[08/11 09:15:47][INFO] __main__:  152:   [train] 19600/67013 (+19600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:35
[08/11 09:15:50][INFO] __main__:  152:   [train] 19700/67013 (+19700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:32
[08/11 09:15:53][INFO] __main__:  152:   [train] 19800/67013 (+19800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:29
[08/11 09:15:56][INFO] __main__:  152:   [train] 19900/67013 (+19900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:26
[08/11 09:16:00][INFO] __main__:  152:   [train] 20000/67013 (+20000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:23
[08/11 09:16:03][INFO] __main__:  152:   [train] 20100/67013 (+20100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:20
[08/11 09:16:06][INFO] __main__:  152:   [train] 20200/67013 (+20200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:17
[08/11 09:16:09][INFO] __main__:  152:   [train] 20300/67013 (+20300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:13
[08/11 09:16:12][INFO] __main__:  152:   [train] 20400/67013 (+20400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:10
[08/11 09:16:15][INFO] __main__:  152:   [train] 20500/67013 (+20500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:07
[08/11 09:16:18][INFO] __main__:  152:   [train] 20600/67013 (+20600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:04
[08/11 09:16:21][INFO] __main__:  152:   [train] 20700/67013 (+20700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:24:01
[08/11 09:16:24][INFO] __main__:  152:   [train] 20800/67013 (+20800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:58
[08/11 09:16:28][INFO] __main__:  152:   [train] 20900/67013 (+20900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:55
[08/11 09:16:31][INFO] __main__:  152:   [train] 21000/67013 (+21000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:52
[08/11 09:16:34][INFO] __main__:  152:   [train] 21100/67013 (+21100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:49
[08/11 09:16:37][INFO] __main__:  152:   [train] 21200/67013 (+21200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:45
[08/11 09:16:40][INFO] __main__:  152:   [train] 21300/67013 (+21300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:42
[08/11 09:16:43][INFO] __main__:  152:   [train] 21400/67013 (+21400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:39
[08/11 09:16:46][INFO] __main__:  152:   [train] 21500/67013 (+21500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:36
[08/11 09:16:49][INFO] __main__:  152:   [train] 21600/67013 (+21600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:33
[08/11 09:16:52][INFO] __main__:  152:   [train] 21700/67013 (+21700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:30
[08/11 09:16:56][INFO] __main__:  152:   [train] 21800/67013 (+21800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:27
[08/11 09:16:59][INFO] __main__:  152:   [train] 21900/67013 (+21900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:24
[08/11 09:17:02][INFO] __main__:  152:   [train] 22000/67013 (+22000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:20
[08/11 09:17:05][INFO] __main__:  152:   [train] 22100/67013 (+22100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:17
[08/11 09:17:08][INFO] __main__:  152:   [train] 22200/67013 (+22200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:14
[08/11 09:17:11][INFO] __main__:  152:   [train] 22300/67013 (+22300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:11
[08/11 09:17:14][INFO] __main__:  152:   [train] 22400/67013 (+22400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:08
[08/11 09:17:17][INFO] __main__:  152:   [train] 22500/67013 (+22500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:05
[08/11 09:17:20][INFO] __main__:  152:   [train] 22600/67013 (+22600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:23:02
[08/11 09:17:24][INFO] __main__:  152:   [train] 22700/67013 (+22700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:59
[08/11 09:17:27][INFO] __main__:  152:   [train] 22800/67013 (+22800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:56
[08/11 09:17:30][INFO] __main__:  152:   [train] 22900/67013 (+22900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:52
[08/11 09:17:33][INFO] __main__:  152:   [train] 23000/67013 (+23000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:49
[08/11 09:17:36][INFO] __main__:  152:   [train] 23100/67013 (+23100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:46
[08/11 09:17:39][INFO] __main__:  152:   [train] 23200/67013 (+23200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:43
[08/11 09:17:42][INFO] __main__:  152:   [train] 23300/67013 (+23300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:40
[08/11 09:17:45][INFO] __main__:  152:   [train] 23400/67013 (+23400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:37
[08/11 09:17:48][INFO] __main__:  152:   [train] 23500/67013 (+23500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:34
[08/11 09:17:52][INFO] __main__:  152:   [train] 23600/67013 (+23600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:31
[08/11 09:17:55][INFO] __main__:  152:   [train] 23700/67013 (+23700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:28
[08/11 09:17:58][INFO] __main__:  152:   [train] 23800/67013 (+23800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:24
[08/11 09:18:01][INFO] __main__:  152:   [train] 23900/67013 (+23900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:21
[08/11 09:18:04][INFO] __main__:  152:   [train] 24000/67013 (+24000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:18
[08/11 09:18:07][INFO] __main__:  152:   [train] 24100/67013 (+24100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:15
[08/11 09:18:10][INFO] __main__:  152:   [train] 24200/67013 (+24200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:12
[08/11 09:18:13][INFO] __main__:  152:   [train] 24300/67013 (+24300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:09
[08/11 09:18:16][INFO] __main__:  152:   [train] 24400/67013 (+24400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:06
[08/11 09:18:20][INFO] __main__:  152:   [train] 24500/67013 (+24500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:03
[08/11 09:18:23][INFO] __main__:  152:   [train] 24600/67013 (+24600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:22:00
[08/11 09:18:26][INFO] __main__:  152:   [train] 24700/67013 (+24700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:56
[08/11 09:18:29][INFO] __main__:  152:   [train] 24800/67013 (+24800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:53
[08/11 09:18:32][INFO] __main__:  152:   [train] 24900/67013 (+24900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:50
[08/11 09:18:35][INFO] __main__:  152:   [train] 25000/67013 (+25000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:47
[08/11 09:18:38][INFO] __main__:  152:   [train] 25100/67013 (+25100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:44
[08/11 09:18:41][INFO] __main__:  152:   [train] 25200/67013 (+25200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:41
[08/11 09:18:44][INFO] __main__:  152:   [train] 25300/67013 (+25300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:38
[08/11 09:18:48][INFO] __main__:  152:   [train] 25400/67013 (+25400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:35
[08/11 09:18:51][INFO] __main__:  152:   [train] 25500/67013 (+25500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:31
[08/11 09:18:54][INFO] __main__:  152:   [train] 25600/67013 (+25600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:28
[08/11 09:18:57][INFO] __main__:  152:   [train] 25700/67013 (+25700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:25
[08/11 09:19:00][INFO] __main__:  152:   [train] 25800/67013 (+25800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:22
[08/11 09:19:03][INFO] __main__:  152:   [train] 25900/67013 (+25900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:19
[08/11 09:19:06][INFO] __main__:  152:   [train] 26000/67013 (+26000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:16
[08/11 09:19:09][INFO] __main__:  152:   [train] 26100/67013 (+26100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:13
[08/11 09:19:12][INFO] __main__:  152:   [train] 26200/67013 (+26200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:10
[08/11 09:19:16][INFO] __main__:  152:   [train] 26300/67013 (+26300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:07
[08/11 09:19:19][INFO] __main__:  152:   [train] 26400/67013 (+26400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:04
[08/11 09:19:22][INFO] __main__:  152:   [train] 26500/67013 (+26500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:21:00
[08/11 09:19:25][INFO] __main__:  152:   [train] 26600/67013 (+26600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:57
[08/11 09:19:28][INFO] __main__:  152:   [train] 26700/67013 (+26700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:54
[08/11 09:19:31][INFO] __main__:  152:   [train] 26800/67013 (+26800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:51
[08/11 09:19:34][INFO] __main__:  152:   [train] 26900/67013 (+26900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:48
[08/11 09:19:37][INFO] __main__:  152:   [train] 27000/67013 (+27000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:45
[08/11 09:19:40][INFO] __main__:  152:   [train] 27100/67013 (+27100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:42
[08/11 09:19:44][INFO] __main__:  152:   [train] 27200/67013 (+27200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:39
[08/11 09:19:47][INFO] __main__:  152:   [train] 27300/67013 (+27300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:35
[08/11 09:19:50][INFO] __main__:  152:   [train] 27400/67013 (+27400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:32
[08/11 09:19:53][INFO] __main__:  152:   [train] 27500/67013 (+27500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:29
[08/11 09:19:56][INFO] __main__:  152:   [train] 27600/67013 (+27600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:26
[08/11 09:19:59][INFO] __main__:  152:   [train] 27700/67013 (+27700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:23
[08/11 09:20:02][INFO] __main__:  152:   [train] 27800/67013 (+27800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:20
[08/11 09:20:05][INFO] __main__:  152:   [train] 27900/67013 (+27900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:17
[08/11 09:20:08][INFO] __main__:  152:   [train] 28000/67013 (+28000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:14
[08/11 09:20:12][INFO] __main__:  152:   [train] 28100/67013 (+28100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:11
[08/11 09:20:15][INFO] __main__:  152:   [train] 28200/67013 (+28200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:07
[08/11 09:20:18][INFO] __main__:  152:   [train] 28300/67013 (+28300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:04
[08/11 09:20:21][INFO] __main__:  152:   [train] 28400/67013 (+28400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:20:01
[08/11 09:20:24][INFO] __main__:  152:   [train] 28500/67013 (+28500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:58
[08/11 09:20:27][INFO] __main__:  152:   [train] 28600/67013 (+28600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:55
[08/11 09:20:30][INFO] __main__:  152:   [train] 28700/67013 (+28700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:52
[08/11 09:20:33][INFO] __main__:  152:   [train] 28800/67013 (+28800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:49
[08/11 09:20:36][INFO] __main__:  152:   [train] 28900/67013 (+28900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:46
[08/11 09:20:40][INFO] __main__:  152:   [train] 29000/67013 (+29000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:43
[08/11 09:20:43][INFO] __main__:  152:   [train] 29100/67013 (+29100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:39
[08/11 09:20:46][INFO] __main__:  152:   [train] 29200/67013 (+29200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:36
[08/11 09:20:49][INFO] __main__:  152:   [train] 29300/67013 (+29300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:33
[08/11 09:20:52][INFO] __main__:  152:   [train] 29400/67013 (+29400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:30
[08/11 09:20:55][INFO] __main__:  152:   [train] 29500/67013 (+29500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:27
[08/11 09:20:58][INFO] __main__:  152:   [train] 29600/67013 (+29600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:24
[08/11 09:21:01][INFO] __main__:  152:   [train] 29700/67013 (+29700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:21
[08/11 09:21:04][INFO] __main__:  152:   [train] 29800/67013 (+29800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:18
[08/11 09:21:08][INFO] __main__:  152:   [train] 29900/67013 (+29900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:15
[08/11 09:21:11][INFO] __main__:  152:   [train] 30000/67013 (+30000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:11
[08/11 09:21:14][INFO] __main__:  152:   [train] 30100/67013 (+30100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:08
[08/11 09:21:17][INFO] __main__:  152:   [train] 30200/67013 (+30200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:05
[08/11 09:21:20][INFO] __main__:  152:   [train] 30300/67013 (+30300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:19:02
[08/11 09:21:23][INFO] __main__:  152:   [train] 30400/67013 (+30400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:59
[08/11 09:21:26][INFO] __main__:  152:   [train] 30500/67013 (+30500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:56
[08/11 09:21:29][INFO] __main__:  152:   [train] 30600/67013 (+30600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:53
[08/11 09:21:32][INFO] __main__:  152:   [train] 30700/67013 (+30700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:50
[08/11 09:21:36][INFO] __main__:  152:   [train] 30800/67013 (+30800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:47
[08/11 09:21:39][INFO] __main__:  152:   [train] 30900/67013 (+30900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:43
[08/11 09:21:42][INFO] __main__:  152:   [train] 31000/67013 (+31000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:40
[08/11 09:21:45][INFO] __main__:  152:   [train] 31100/67013 (+31100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:37
[08/11 09:21:48][INFO] __main__:  152:   [train] 31200/67013 (+31200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:34
[08/11 09:21:51][INFO] __main__:  152:   [train] 31300/67013 (+31300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:31
[08/11 09:21:54][INFO] __main__:  152:   [train] 31400/67013 (+31400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:28
[08/11 09:21:57][INFO] __main__:  152:   [train] 31500/67013 (+31500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:25
[08/11 09:22:00][INFO] __main__:  152:   [train] 31600/67013 (+31600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:22
[08/11 09:22:04][INFO] __main__:  152:   [train] 31700/67013 (+31700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:19
[08/11 09:22:07][INFO] __main__:  152:   [train] 31800/67013 (+31800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:15
[08/11 09:22:10][INFO] __main__:  152:   [train] 31900/67013 (+31900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:12
[08/11 09:22:13][INFO] __main__:  152:   [train] 32000/67013 (+32000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:09
[08/11 09:22:16][INFO] __main__:  152:   [train] 32100/67013 (+32100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:06
[08/11 09:22:19][INFO] __main__:  152:   [train] 32200/67013 (+32200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:03
[08/11 09:22:22][INFO] __main__:  152:   [train] 32300/67013 (+32300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:18:00
[08/11 09:22:25][INFO] __main__:  152:   [train] 32400/67013 (+32400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:57
[08/11 09:22:28][INFO] __main__:  152:   [train] 32500/67013 (+32500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:54
[08/11 09:22:32][INFO] __main__:  152:   [train] 32600/67013 (+32600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:50
[08/11 09:22:35][INFO] __main__:  152:   [train] 32700/67013 (+32700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:47
[08/11 09:22:38][INFO] __main__:  152:   [train] 32800/67013 (+32800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:44
[08/11 09:22:41][INFO] __main__:  152:   [train] 32900/67013 (+32900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:41
[08/11 09:22:44][INFO] __main__:  152:   [train] 33000/67013 (+33000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:38
[08/11 09:22:47][INFO] __main__:  152:   [train] 33100/67013 (+33100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:35
[08/11 09:22:50][INFO] __main__:  152:   [train] 33200/67013 (+33200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:32
[08/11 09:22:53][INFO] __main__:  152:   [train] 33300/67013 (+33300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:29
[08/11 09:22:56][INFO] __main__:  152:   [train] 33400/67013 (+33400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:26
[08/11 09:23:00][INFO] __main__:  152:   [train] 33500/67013 (+33500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:22
[08/11 09:23:03][INFO] __main__:  152:   [train] 33600/67013 (+33600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:19
[08/11 09:23:06][INFO] __main__:  152:   [train] 33700/67013 (+33700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:16
[08/11 09:23:09][INFO] __main__:  152:   [train] 33800/67013 (+33800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:13
[08/11 09:23:12][INFO] __main__:  152:   [train] 33900/67013 (+33900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:10
[08/11 09:23:15][INFO] __main__:  152:   [train] 34000/67013 (+34000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:07
[08/11 09:23:18][INFO] __main__:  152:   [train] 34100/67013 (+34100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:04
[08/11 09:23:21][INFO] __main__:  152:   [train] 34200/67013 (+34200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:17:01
[08/11 09:23:24][INFO] __main__:  152:   [train] 34300/67013 (+34300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:58
[08/11 09:23:28][INFO] __main__:  152:   [train] 34400/67013 (+34400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:54
[08/11 09:23:31][INFO] __main__:  152:   [train] 34500/67013 (+34500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:51
[08/11 09:23:34][INFO] __main__:  152:   [train] 34600/67013 (+34600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:48
[08/11 09:23:37][INFO] __main__:  152:   [train] 34700/67013 (+34700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:45
[08/11 09:23:40][INFO] __main__:  152:   [train] 34800/67013 (+34800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:42
[08/11 09:23:43][INFO] __main__:  152:   [train] 34900/67013 (+34900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:39
[08/11 09:23:46][INFO] __main__:  152:   [train] 35000/67013 (+35000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:36
[08/11 09:23:49][INFO] __main__:  152:   [train] 35100/67013 (+35100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:33
[08/11 09:23:52][INFO] __main__:  152:   [train] 35200/67013 (+35200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:30
[08/11 09:23:56][INFO] __main__:  152:   [train] 35300/67013 (+35300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:26
[08/11 09:23:59][INFO] __main__:  152:   [train] 35400/67013 (+35400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:23
[08/11 09:24:02][INFO] __main__:  152:   [train] 35500/67013 (+35500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:20
[08/11 09:24:05][INFO] __main__:  152:   [train] 35600/67013 (+35600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:17
[08/11 09:24:08][INFO] __main__:  152:   [train] 35700/67013 (+35700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:14
[08/11 09:24:11][INFO] __main__:  152:   [train] 35800/67013 (+35800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:11
[08/11 09:24:14][INFO] __main__:  152:   [train] 35900/67013 (+35900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:08
[08/11 09:24:17][INFO] __main__:  152:   [train] 36000/67013 (+36000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:05
[08/11 09:24:20][INFO] __main__:  152:   [train] 36100/67013 (+36100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:16:02
[08/11 09:24:24][INFO] __main__:  152:   [train] 36200/67013 (+36200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:58
[08/11 09:24:27][INFO] __main__:  152:   [train] 36300/67013 (+36300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:55
[08/11 09:24:30][INFO] __main__:  152:   [train] 36400/67013 (+36400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:52
[08/11 09:24:33][INFO] __main__:  152:   [train] 36500/67013 (+36500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:49
[08/11 09:24:36][INFO] __main__:  152:   [train] 36600/67013 (+36600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:46
[08/11 09:24:39][INFO] __main__:  152:   [train] 36700/67013 (+36700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:43
[08/11 09:24:42][INFO] __main__:  152:   [train] 36800/67013 (+36800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:40
[08/11 09:24:45][INFO] __main__:  152:   [train] 36900/67013 (+36900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:37
[08/11 09:24:48][INFO] __main__:  152:   [train] 37000/67013 (+37000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:33
[08/11 09:24:52][INFO] __main__:  152:   [train] 37100/67013 (+37100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:30
[08/11 09:24:55][INFO] __main__:  152:   [train] 37200/67013 (+37200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:27
[08/11 09:24:58][INFO] __main__:  152:   [train] 37300/67013 (+37300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:24
[08/11 09:25:01][INFO] __main__:  152:   [train] 37400/67013 (+37400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:21
[08/11 09:25:04][INFO] __main__:  152:   [train] 37500/67013 (+37500 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:18
[08/11 09:25:07][INFO] __main__:  152:   [train] 37600/67013 (+37600 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:15
[08/11 09:25:10][INFO] __main__:  152:   [train] 37700/67013 (+37700 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:12
[08/11 09:25:13][INFO] __main__:  152:   [train] 37800/67013 (+37800 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:09
[08/11 09:25:16][INFO] __main__:  152:   [train] 37900/67013 (+37900 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:05
[08/11 09:25:20][INFO] __main__:  152:   [train] 38000/67013 (+38000 / skipped 0 / err 0) | 32.1 v/s | ETA 0:15:02
[08/11 09:25:23][INFO] __main__:  152:   [train] 38100/67013 (+38100 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:59
[08/11 09:25:26][INFO] __main__:  152:   [train] 38200/67013 (+38200 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:56
[08/11 09:25:29][INFO] __main__:  152:   [train] 38300/67013 (+38300 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:53
[08/11 09:25:32][INFO] __main__:  152:   [train] 38400/67013 (+38400 / skipped 0 / err 0) | 32.1 v/s | ETA 0:14:50
